"Registro ANS";"CNPJ";"Razao Social";"Nome Fantasia";"Modalidade";"Logradouro";"Numero";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereco eletronico";"Representante";"Cargo Representante";"Data Registro ANS"
"420778";"14938785000152";"E F SOBRINHO EIRELI - ME";"PASSPORT SYSTEM";"Odontologia de Grupo";"Avenida Rio Branco ";"2672";"Sala A";"Setor 05";"Jaru";"RO";"76890000";"69";"35211342";"";"nhyll_odonto@hotmail.com";"ELIAS FERNANDES SOBRINHO";"Administrador";"18/01/2017"
"418927";"17312105000189";"EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Beneficios";"AVENIDA JOAO CABRAL DE MELO NETO";"850";"BLOCO 2, SALAS 722 E 723";"BARRA DA TIJUCA";"Rio de Janeiro";"RJ";"22775057";"21";"21235500";"";"gabriela@easysaude.com";"AGENOR PITTA LIMA MEDEIROS";"ADMINISTRADOR";"13/06/2013"
"421120";"27252086000104";"EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.";"EASYPLAN ADMINISTRADORA";"Administradora de Beneficios";"SHCS - Setor de Habitacoes Coletivas Sul";"Quadra 502";"Bloco C, loja 37, parte 562";"Asa Sul";"Brasilia";"DF";"70330530";"61";"41414700";"";"relacionamentoans@easyplan.com.br";"ROSILANE DE ALMEIDA MORAES";"SOCIA-DIRETOR";"18/12/2017"
"342611";"49320799000192";"ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL";"";"Autogestao";"RUA QUIRINO DE ANDRADE";"185";"";"CENTRO";"Sao Paulo";"SP";"01049902";"11";"34647892";"";"celuladeregulacao@economus.com.br";"MAURICIO APARECIDO LOPES";"DIRETOR DE SEGURIDADE";"21/12/1998"
"417343";"39245402000191";"ECS ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Beneficios";"RUA BARaO DE MESQUITA";"663";"LOJA 20";"TIJUCA";"Rio de Janeiro";"RJ";"20540155";"21";"28413286";"";"ECS_A@YAHOO.COM";"EDINOR CONCEICAO SILVA";"REPRESENTANTE";"23/06/2010"
"422070";"34844263000107";"ELETROS SAUDE - ASSOCIACAO DE ASSISTENCIA A SAUDE";"ELETROS-SAUDE";"Autogestao";"RUA URUGUAIANA";"174";"SALA 501";"CENTRO";"Rio de Janeiro";"RJ";"20050900";"21";"21386000";"";"governanca@eletrossaude.com.br";"ROGERIO CARLOS LAMIM BRAZ";"Diretor Presidente";"11/12/2019"
"418421";"13122792000119";"ELO ADMINISTRADORA DE BENEFICIOS LTDA";"ELO ADMINISTRADORA";"Administradora de Beneficios";"SCN QUADRA 4 BLOCO B";"S/N";"SALA 604";"ASA NORTE";"Brasilia";"DF";"70714020";"61";"32482001";"32482001";"juridico_regulatorio_3@qualicorp.com.br";"ELTON HUGO CARLUCI";"DIRETOR COMERCIAL";"24/02/2012"
"421138";"27872825000152";"ELOS ADMINISTRADORA DE BENEFICIOS LTDA";"ELOS ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"AVENIDA HENRIQUE MOSCOSO";"1019";"SALAS 12 e 13 - ED. CENTRO DA VILA SHOPP";"CENTRO";"Vila Velha";"ES";"29100907";"27";"34411343";"";"financeiro@elosadministradora.com.br";"LEONINA COUTINHO LUCAS ";"Socia Administradora";"27/11/2017"
"417297";"11593821000103";"ELOSAUDE - ASSOCIACAO DE ASSISTENCIA A SAUDE";"ELOSAUDE";"Autogestao";"RUA ANITA GARIBALDI";"77";"EDIFICIO PIRAMIDE - SALA 201";"CENTRO";"Florianopolis";"SC";"88010500";"48";"21077539";"21077510";"elosaude@elosaude.com.br";"JOSE AUGUSTO SCHMIDT GARCIA";"PRESIDENTE";"09/06/2010"
"400891";"00352294000110";"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA";"INFRAERO";"Autogestao";"SCS QUADRA 3 BLOCO A/B No 17/18 ED. OSCA";"17";"";"ASA SUL";"Brasilia";"DF";"70303000";"61";"3222";"0512";"beneficio_sede@infraero.gov.br";"GILVANDRO VASCONCELOS COELHO DE ARAUJO";"REPRESENTANTE LEGAL";"19/02/1999"
"320587";"33530486000129";"EMPRESA BRASILEIRA DE TELECOMUNICACOES S.A";"EMPRESA BRASILEIRA DE TELECOMUNICACOES";"Autogestao";"AV PRESIDENTE VARGAS";"1012";"3* ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20179900";"";"";"";"central.atendimento@planoamap.com.br";"ALBERT CARVALHO JUNQUEIRA";"Representante perante a ANS ";"05/01/1999"
"395480";"37135365000133";"ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.";"SMILE ";"Medicina de Grupo";"RUA DOUTOR JOSE MILTON CORREIA ";"110";"3, 4 e 5 ANDARES";"POCO";"Maceio";"AL";"57025100";"08";"221237333";"221237301";"ans.matriz@smilesaude.com.br";"FREDERICO VALENTE COELHO ";"DIRETOR PRESIDENTE ";"16/12/1998"
"422576";"37442364000131";"ESPLENDOR ADMINISTRADORA DE BENEFICIOS DE SAUDE LTDA.";"ESPLENDOR ADMINISTRADORA DE BENEFICIOS  ";"Administradora de Beneficios";"Setor SCS Quadra 02, Bloco C, Sala 301, ";"92";"";"Setor Comercial Sul";"Brasilia";"DF";"70302908";"61";"982080903";"";"saudebrasilia2@gmail.com";"EDILAMAR LIMA DA SILVA";"Administradora ";"26/03/2021"
"420905";"07699082000153";"ESTALEIRO ATLANTICO SUL S/A";"";"Autogestao";"OTR ILHA DE TATUOCA";"S/N";"Complexo Ind Portuario Gov Eraldo Gueiro";"IPOJUCA";"Ipojuca";"PE";"55590000";"81";"32243358";"";"marconi.souza@easbr.com";"MARCONI SOARES DE SOUZA";"GERENTE DE SMS";"18/04/2017"
"417441";"01856107000107";"EV ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Beneficios";"RUA ELIEZER LEVY";"2745";"";"TREM";"Macapa";"AP";"68901016";"91";"32421016";"32244459";"ev.corretora@uol.com.br";"VERA MARIA RESQUE VIEIRA ATHIAS";"SOCIO-ADMINISTRADOR";"16/07/2010"
"401480";"02989632000155";"EVANGELICO SAUDE LTDA.";"MEDSUL SAUDE";"Medicina de Grupo";"RUA SALDANHA MARINHO";"2250";"";"BIGORRILHO";"Curitiba";"PR";"80730180";"41";"30234442";"30234442";"diretoria@medsulsaude.com.br";"ROMILDO NUNES FERREIRA";"ADMINISTRADOR";"04/03/1999"
"410179";"30123640000150";"EVERCROSS PLANEJAMENTO DE ASSISTENCIA MEDICA LTDA.";"";"Medicina de Grupo";"RUA BARATA RIBEIRO";"543";"SALA 1104";"COPACABANA";"Rio de Janeiro";"RJ";"22040001";"21";"25394142";"25394083";"contato@evercross.com.br";"ALEXANDRE CLEMENTE CHAME";"ADMINISTRADOR";"09/12/1999"
"418048";"12706827000102";"EVON ADMINISTRADORA DE BENEFICIOS LTDA";"EVON ADMINISTRADORA DE BENEFICIOS";"Administradora de Beneficios";"RUA FRANCISCO TRAMONTANO";"101";"SALA 1104";"BAIRRO REAL PARK";"Sao Paulo";"SP";"05686010";"61";"32553000";"32553030";"jorge.vidote@evonsaude.com.br";"JORGE VIDOTE ESLAVA";"ADMINISTRADOR";"05/05/2011"
"421642";"31763326000102";"EXCELENCIA PLANO DE SAUDE S/A";"";"Medicina de Grupo";"Rua Castelo Branco";"676";"";"Praia da Costa";"Vila Velha";"ES";"29101480";"27";"998660566";"";"jumarcanedo@gmail.com";"FLAVIO FIGUEIREDO DELUIGGI";"DIRETOR PRESIDENTE";"16/04/2019"
"416282";"07893499000152";"E.X.M BRASIL SAUDE LTDA";"AMEX SAUDE";"Medicina de Grupo";"AV. TANCREDO NEVES";"620";"EDIF. MUNDO PLAZA, SALA 2310 A 2315";"CAMINHO DAS ARVORES";"Salvador";"BA";"41820020";"71";"30323900";"33415752";"amexsaude@amexsaude.com.br";"LUCIVAL OLIVEIRA  ALVES";"REPRESENTANTE LEGAL";"30/07/2007"
"414204";"01747987000175";"EXTRAMED ADMINISTRACAO E SERVICOS MEDICOS LTDA";"EXTRAMED";"Administradora de Beneficios";"RUA DESEMBARGADOR CLOTARIO PORTUGAL";"243";"";"ALTO SAO FRANCISCO";"Curitiba";"PR";"80410220";"41";"30688728";"30688714";"extramed@extramed.com.br";"ILEANA MARIA IGLESIAS TEIXEIRA MOURA";"DIRETORA PRESIDENTE";"28/08/2001"
"411868";"03548273000163";"EXTREMAMEDIC PLANOS DE SAUDE LTDA";"";"Medicina de Grupo";"RUA ALCEBIADES WOLHERS";"02";"";"JARDIM SAO CRISTOVAO ";"Extrema";"MG";"37640000";"35";"34353114";"34353114";"extremamedic@extremamedic.com.br";"SEBASTIAO ANTONIO CAMARGO ROSSI";"ADMINISTRADOR";"04/08/2000"
"415626";"07270625000112";"FEDERACAO DAS COOP ODONTOLOGICAS DO ESTADO DE SANTA CATARINA";"UNIODONTO CATARINENSE";"Cooperativa odontologica";"RUA JOAO PESSOA";"10";"CASA";"VELHA";"Blumenau";"SC";"89036000";"47";"30418070";"30418070";"cpd@uniodontosc.com.br";"RUBENS RENATO WEIDGENANT";"SUPERINTENDENTE";"11/05/2006"
"313971";"84112481000117";"FEDERACAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO DO ACRE, AMAPA, AMAZONAS, PARA, RONDONIA E RORAIMA";"FAMA";"Cooperativa Medica";"RUA RIO AMAPA";"374";"CJ VIEIRA ALVES";"NOSSA SRA DAS GRACAS";"Manaus";"AM";"69053150";"92";"33038002";"32330416";"contabilidade@unimedfama.com.br";"EMANOEL GLEDESTON DANTAS LICARIAO";"PRESIDENTE";"21/12/1998"
"344583";"01182248000183";"FEDERACAO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS";"UNIODONTO MG";"Cooperativa odontologica";"AVENIDA FRANCISCO SALES";"1463";"4o ANDAR - SALA 401";"SANTA EFIGENIA";"Belo Horizonte";"MG";"30150221";"31";"32415521";"";"uniodontomg@uniodontomg.com.br";"RICARDO MANOEL LOURENCO";"PRESIDENTE";"16/12/1998"
"410888";"03637776000105";"FILOSANITAS SAUDE LTDA";"SANTA FILOMENA SAUDE";"Medicina de Grupo";"AVENIDA VISCONDE DO RIO CLARO";"1551";"";"CENTRO";"Rio Claro";"SP";"13500505";"19";"35334200";"35334200";"filosanitas@santafilomena.com.br";"LAFAYETTE PARREIRA DUARTE";"DIRETOR ADMINISTRATIVO";"03/03/2000"
"419818";"09030500000140";"FR PLANO ODONTOLOGICO LTDA";"LODONTO ESPACO DO SORRISO";"Odontologia de Grupo";"RUA EULALIA SILVA";"138";"3o ANDAR";"JARDIM FACULDADE";"Sorocaba";"SP";"18030230";"12";"34263335";"";"MRMAGACHO@IG.COM.BR";"MAURICIO RICCIOPPO MAGACHO";"SoCIO ADMINISTRADOR";"14/07/2015"
"370592";"02618303000106";"FUNASA SAUDE";"FUNASA SAUDE";"Medicina de Grupo";"AV.EPITACIO PESSOA";"1250";"SL408 E OUTRAS";"TORRE";"Joao Pessoa";"PB";"58039040";"83";"32430911";"32444220";"diretoria@funasasaude.com.br";"DANIELITA PINTO DE MORAIS";"PRESIDENTE";"28/12/1998"
"315567";"00660903000107";"FUNDACAO AFFEMG DE ASSISTENCIA E SAUDE - FUNDAFFEMG";"FUNDAFFEMG";"Autogestao";"RUA SERGIPE";"893";"";"FUNCIONARIOS";"Belo Horizonte";"MG";"30130171";"03";"121035858";"121035890";"fundaffemg@fundaffemg.com.br";"MUNIR NACIF MITRE";"DIRETOR PRESIDENTE";"21/12/1998"
"346926";"00628107000189";"FUNDACAO ASSISTENCIAL DOS SERVIDORES DO MINISTERIO DA FAZENDA";"FUNDACAO ASSISTENCIAL DOS SERVIDORES DO MINISTERIO DA FAZENDA";"Autogestao";"SCS QD. 4 BLOCO A ED. ASSEFAZ";"1";"";"ASA SUL";"Brasilia";"DF";"70304908";"61";"32180100";"32180105";"assefaz@assefaz.org.br";"GILDENORA BATISTA DANTAS MILHOMEM";"PRESIDENTE";"16/12/1998"
"315044";"82956996000178";"FUNDACAO CELESC DE SEGURIDADE SOCIAL - CELOS";"FUNDACAO CELESC";"Autogestao";"AV. HERCILIO LUZ";"639";"7 ANDAR";"CENTRO";"Florianopolis";"SC";"88020000";"48";"32219510";"32219510";"dvrs@celos.com.br";"REGIANE MARIA DE FARIAS";"Gerente de Gestao Assistencial";"21/12/1998"
"315478";"62465117000106";"FUNDACAO CESP";"VIVEST";"Autogestao";"ALAMEDA SANTOS";"2477";"10 o ANDAR";"CERQUEIRA CESAR";"Sao Paulo";"SP";"01419907";"11";"30683100";"30683049";"saude@vivest.com.br";"WALTER MENDES DE OLIVEIRA FILHO";"DIRETOR PRESIDENTE";"29/12/1998"
"317233";"42160192000143";"FUNDACAO CHESF DE ASSISTENCIA E SEGURIDADE SOCIAL";"FACHESF";"Autogestao";"PRACA CHORA MENINO";"58";"";"BOA VISTA";"Recife";"PE";"50070210";"81";"34127555";"";"ans@fachesf.com.br";"HELDER ROCHA FALCAO";"PRESIDENTE";"24/12/1998"
"307751";"12585261000108";"FUNDACAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV";"COMPESAPREV";"Autogestao";"RUA AUGUSTO RODRIGUES";"60";"";"TORREAO";"Recife";"PE";"52030180";"81";"33662434";"33662422";"compesaprev@compesaprev.com.br";"ALEXANDRE ARAUJO DE MORAES";"DIRETOR PRESIDENTE";"28/12/1998"
"355151";"75054940000162";"FUNDACAO COPEL DE PREVIDENCIA E ASSISTENCIA SOCIAL";"FUNDACAO COPEL";"Autogestao";"RUA TREZE DE MAIO";"616";"";"SAO FRANCISCO";"Curitiba";"PR";"80510030";"41";"38836000";"38836018";"ans@fcopel.org.br";"OTTO ARMIN DOETZER";"DIRETOR DE SEGURIDADE";"29/12/1998"
"420701";"25063964000100";"FUNDACAO DE ASSISTENCIA A SAUDE DA ASSOCIACAO DO MINISTERIO PUBLICO DO RIO GRANDE DO SUL";"FAS/AMP/RS";"Autogestao";"AV. AURELIANO DE FIGUEIREDO PINTO";"501";"";"PRAIA DE BELAS";"Porto Alegre";"RS";"90050191";"51";"32241221";"";"contato@fasamprs.com.br";"CLAUDIO BONATTO";"DIRETOR PRESIDENTE";"27/01/2017"
"339636";"00397695000197";"FUNDACAO DE ASSISTENCIA E PREVIDENCIA SOCIAL DO BNDES";"FUNDACAO DE ASSISTENCIA E PREVIDENCIA SOCIAL DO BNDES";"Autogestao";"AV REPUBLICA DO CHILE";"230";"5o, 8o E 9o  ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20031170";"21";"38205200";"";"fernanda.farias@fapes.com.br";"RODOLFO TORRES DOS SANTOS";"DIRETOR ";"24/12/1998"
"309362";"00469585000193";"FUNDACAO DE PREVIDENCIA DOS EMPREGADOS DA CEB";"FACEB";"Autogestao";"SCS QD 04 LOTE";"143";"";"ASA SUL";"Brasilia";"DF";"70304905";"61";"33120201";"32235737";"faceb@faceb.com.br";"THIAGO CAVALCANTE SANTOS";"REPRESENTANTE ";"28/12/1998"
"311359";"00304148000110";"FUNDACAO DE SAUDE ITAIGUAPY";"HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAUDE ITAMED";"Medicina de Grupo";"AV. GRAMADO";"580";"";"VILA 'A'";"Foz do Iguacu";"PR";"85860460";"45";"35768011";"35768060";"diretoria@hmcc.com.br";"FERNANDO COSSA";"DIRETOR SUPERINTENDENTE";"23/12/1998"
"330809";"31787625000179";"FUNDACAO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST";"FUNSSEST";"Autogestao";"AV. BRIGADEIRO EDUARDO GOMES";"526";"POLO INDUSTRIAL TUBARAO";"SERRA";"Serra";"ES";"29160904";"27";"33481210";"33282245";"funssest@arcelormittal.com.br";"CARLOS RENATO DOS SANTOS DA PENHA";"DIR. DE SEGURIDADE E ADMINISTR";"29/12/1998"
"418285";"12838821000180";"FUNDACAO FIAT SAUDE E BEM ESTAR";"STELLANTIS SAUDE MG";"Autogestao";"AV. CONTORNO";"3455";" GALPaO 6, 2o ANDAR, PARTE A";"PAULO CAMILO";"Betim";"MG";"32669900";"31";"34023812";"";"ans@fundacaofiat.com.br";"CRISTIANE DE OLIVEIRA ROQUE PAIXAO";"REPRESENTANTE LEGAL";"10/11/2011"
"323942";"26150979000178";"FUNDACAO FILANTROPICA E BENEFICENTE DE SAUDE ARNALDO GAVAZZA FILHO";"HOSPITAL ARNALDO GAVAZZA FILHO";"Filantropia";"AV. DR. JOSE GROSSI";"16";"";"GUARAPIRANGA";"Ponte Nova";"MG";"35430213";"31";"38195000";"38195001";"hagf@gavazza.com.br";"LUCIMAR REGINA DE OLIVEIRA FONSECA";"SUPERINTENDENTE EXECUTIVO ADJ";"30/12/1998"
"410292";"60499365000134";"FUNDACAO LEONOR DE BARROS CAMARGO";"FUNDACAO LEONOR DE BARROS CAMARGO";"Filantropia";"AV.SAO GABRIEL ";"201";"16.a ANDAR CONJ. 1606";"JARDIM PAULISTA";"Sao Paulo";"SP";"01435001";"11";"38018200";"38018200";"haoc.idt@terra.com.br";"RENATO SARGO";"SUPERINTENDENTE";"20/12/1999"
"378216";"20119509000165";"FUNDACAO LIBERTAS DE SEGURIDADE SOCIAL";"FUNDACAO LIBERTAS";"Autogestao";"AV. ALVARES CABRAL";"200";"8o ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170000";"31";"21113700";"21113687";"geas@fundacaolibertas.com.br";"LUCAS FERRAZ NOBREGA";"DIRETOR PRESIDENTE";"28/12/1998"
"418501";"14408631000159";"FUNDACAO PLAMHUV - PLANO MEDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VICOSA";"PLAMHUV";"Medicina de Grupo";"TRAVESSA DR. FELICIO BRANDI";"22";"LOJA 01 - ED REGINA LOPES DOS SANTOS";"CENTRO";"Vicosa";"MG";"36570000";"31";"38911800";"38911800";"plamhuv@plamhuv.com.br";"ILDAMARA GANDRA DE MENEZES";"REPRESENTANTE LEGAL";"03/05/2012"
"338648";"77375897000162";"FUNDACAO SANEPAR DE ASSISTENCIA SOCIAL";"FUNDACAO SANEPAR DE ASSISTENCIA SOCIAL";"Autogestao";"RUA EBANO PEREIRA";"309";"EDIFICIO FUSAN";"CENTRO";"Curitiba";"PR";"80410240";"41";"33079191";"33079199";"claudia@fusan.com.br";"CLAUDIA TRINDADE";"DIRETORA PRESIDENTE";"17/12/1998"
"339954";"19878404000100";"FUNDACAO SAO FRANCISCO XAVIER";"HOSPITAL MARCIO CUNHA";"Filantropia";"AV. KIYOSHI TSUNAWAKI";"41";"";"BAIRRO DAS AGUAS";"Ipatinga";"MG";"35160158";"31";"38299050";"38251264";"usisaude@fsfx.com.br";"SALVADOR PRADO JUNIOR";"DIRETOR PRESIDENTE";"16/12/1998"
"312126";"73809352000166";"FUNDACAO SAUDE ITAU";"FUNDACAO SAUDE ITAU";"Autogestao";"RUA CURITIBA";"689";"11o ANDAR";"CENTRO";"Belo Horizonte";"MG";"30170120";"11";"27331727";"";"marcelo.leao@itau-unibanco.com.br";"MARCELO TEIXEIRA LEAO";"REPRESENTANTE";"17/12/1998"
"414689";"04839091000104";"FUNDO DE ASSISTENCIA A SAUDE DOS FUNCIONARIOS DO BEC";"FAMED";"Autogestao";"RUA ANTONIO AUGUSTO";"1271";"SL 301";"ALDEOTA";"Fortaleza";"CE";"60110370";"85";"32521826";"32521118";"saudefamed@gmail.com";"JOSE EDMAR LIMA MELO";"PRESIDENTE";"17/10/2003"
"418129";"13026081000140";"FUNDO DE ASSISTENCIA MEDICO-HOSPITALAR DO MINISTERIO PUBLICO";"FAMEH/MP";"Autogestao";"RUA MENDEL";"306";"SALA 1";"CARANDA BOSQUE I";"Campo Grande";"MS";"79032320";"67";"33263882";"";"fameh.mp@fameh.org.br";"EDGAR ROBERTO LEMOS DE MIRANDA";"DIRETOR PRESIDENTE";"13/07/2011"
"409286";"68687722000108";"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP";"LIFE LAGOS SAUDE";"Medicina de Grupo";"AVENIDA SAO PEDRO ";"455";"";"ESTACAO ";"Sao Pedro da Aldeia";"RJ";"28940000";"02";"226211165";"226211165";"administracao@lifelagos.com.br";"TERESINHA GOMES DA SILVA";"SOCIA GERENTE";"22/10/1999"
"407011";"02009924000184";"GAMA SAUDE LTDA.";"GAMA SAUDE LTDA.";"Medicina de Grupo";"ALAMEDA XINGU";"512";"17 ANDAR, SALA 1704";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06455030";"11";"33368624";"41977862";"juridico.gama@gamasaude.com.br";"LILIANE APARECIDA PACE SOUZA";"DIRETORA MEDICA";"03/08/1999"
"343064";"45572583000163";"GARANTIA DE SAUDE LTDA";"GARANTIA DE SAUDE";"Medicina de Grupo";"RUA AMERICO GOMES DA COSTA";"114";"";"VILA AMERICANA";"Sao Paulo";"SP";"08010120";"11";"20588500";"";"demandainicial.ans@garantiasaude.com.br";"JOSE KRAUTHAMER";"DIRETOR";"22/12/1998"
"419931";"10547779000113";"GEAC - GERENCIAMENTO EMPRESARIAL LTDA";"";"Administradora de Beneficios";"RUA DOM PEDRO II";"54";"SALA 506";"CENTRO";"Santos";"SP";"11010080";"13";"32335351";"";"joaobolzan@uol.com";"JOAO BOLZAN NETO";"ADMINISTRADOR";"28/10/2015"
"323080";"03658432000182";"GEAP AUTOGESTAO EM SAUDE";"GEAP";"Autogestao";"TERRACO SHOPPING SHC-AO SUL, EA 02/08 LO";"05";"TR.B 3o ANDAR";"OCTOGONAL SUL";"Brasilia";"DF";"70660900";"61";"21034569";"";"ans@geap.com.br";"RICARDO MARQUES FIGUEIREDO";"DIRETOR PRESIDENTE";"22/12/1998"
"423076";"43607343000121";"GESTAO ADMINISTRADORA DE PLANOS DE SAUDE LTDA";"";"Administradora de Beneficios";"RUA DO CARMO";"8";"PAVIMENTO 11";"CENTRO";"Rio de Janeiro";"RJ";"20011020";"21";"979380200";"";"thiago@unimedicasaude.com";"ALOIZIO SANTOS DE MOURA JUNIOR ";"SOCIO ADMINISTRADOR";"26/10/2021"
"417262";"10897869000134";"GESTAO SERVICOS DE INTERMEDIACAO, AGENCIAMENTO E NEGOCIOS LTDA";"GESTAO";"Administradora de Beneficios";"AV PRUDENTE DE MORAIS";"744";"COND EMP GIOVANNI FULCO 7o ANDAR SALA 71";"TIROL";"Natal";"RN";"59020510";"84";"30262800";"";"ANS@GESTAOSAUDE.ADM.BR";"FERNANDO HENRIQUE AZEVEDO DE FREITAS";"SOCIO ADMINISTRADOR";"14/05/2010"
"416819";"58512310000175";"GKN DO BRASIL LTDA";"";"Autogestao";"RUA JOAQUIM SILVEIRA";"557";"PARQUE SAO SEBASTIAO";"PASSO DA MANGUEIRA";"Porto Alegre";"RS";"91060320";"51";"33499491";"33499210";"claudio.raiter@gkndriveline.com";"CLAUDIO FERNANDO CIPOLATTI RAITER";"DIRETOR DE RH";"16/01/2009"
"422258";"31069197000149";"GLOBAL ADMINISTRADORA DE BENEFICIOS LTDA";"GLOBAL ADMINISTRADORA DE BENEFICIOS LTDA";"Administradora de Beneficios";"R Doutor Pedro Correia";"05";"Sala 09";"Centro";"Arapiraca";"AL";"57300400";"82";"996964041";"";"antonioneto.asrn@gmail.com";"ANTONIO SOARES RODRIGUES NETO";"Administrador";"04/08/2020"
"422681";"40187311000126";"GO CARE PLANOS DE SAUDE EIRELI";"";"Medicina de Grupo";"RUA ERASMO BRAGA";"1175";"";"JARDIM CHAPADAO";"Campinas";"SP";"13070147";"19";"31992588";"";"presidencia@gocaresaude.com.br";"TANIA MARA MACHADO";"socia administradora";"04/03/2021"
"305995";"65140725000120";"GOOD LIFE SAUDE LTDA";"GOODLIFE";"Medicina de Grupo";"AVENIDA TEOTONIO PARREIRA COELHO";"860";"";"INGA ALTO";"Betim";"MG";"32604376";"03";"135165100";"135165131";"diretoria@goodlife.com.br";"UBIRAJARA BARROS TEIXEIRA";"DIRETOR PRESIDENTE";"23/12/1998"
"309222";"31925548000176";"GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA";"ASSIM SAUDE";"Medicina de Grupo";"AV. PRESIDENTE VARGAS ";"914";"LOJAS A e B, salas 310,410,510,610,710";"CENTRO";"Rio de Janeiro";"RJ";"20071001";"21";"21029781";"21029722";"assim@assim.com.br";"CESAR ROBERTO MIRANDA RODRIGUES";"DIRETOR FINANCEIRO";"18/12/1998"
"413160";"04165719000133";"GS PLANO GLOBAL DE SAUDE LTDA";"GS";"Medicina de Grupo";"RUA FERNANDO BIZZOTO";"90";"A";"CENTRO";"Nova Friburgo";"RJ";"28613040";"22";"25226902";"25226902";"planogs@planogs.com.br";"JOSE CARLOS VERBICARIO DANTAS DOS SANTOS JUNIOR";"DIRETOR ADMINISTRATIVO";"16/02/2001"
"419443";"16692996000183";"G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME";"";"Administradora de Beneficios";"RUA DA ASSEMBLEIA ";"10";"SALAS 2001 A 2003";"CENTRO";"Rio de Janeiro";"RJ";"20011000";"21";"35531692";"";"juridico@g2cadministradora.com.br";"SERGIO BASTOS GUIMARAES";"ADMINISTRADOR";"13/08/2014"
"419834";"22103771000147";"HALSA OPERADORA DE MEDICINA DE GRUPO LTDA";"GH SAUDE OPERADORA DE MEDICINA DE GRUPO";"Medicina de Grupo";"AVENIDA TANCREDO NEVES";"620";"EDIFiCIO MUNDO PLAZA, SALA 715";"CAMINHO DAS ARVORES";"Salvador";"BA";"41820020";"71";"30321414";"";"MATCONSULTORES@GMAIL.COM";"MARCO ANTONIO TORRES";"SOCIO ADMINISTRADOR";"14/07/2015"
"422444";"37179657000178";"HAPPYMED PLANO DE SAUDE LTDA";"HAPPYMED";"Medicina de Grupo";"RUA SAO JORGE";"25";"SALA 02";"CENTRO";"Florianopolis";"SC";"88015320";"48";"37710400";"";"grc@happymed.com.br";"RAPHAEL HENRIQUE MENEGUETTI";"Presidente";"02/10/2020"
"368253";"63554067000198";"HAPVIDA ASSISTENCIA MEDICA S.A.";"HAPVIDA";"Medicina de Grupo";"AV HERACLITO GRACA";"406";"2o ANDAR";"CENTRO";"Fortaleza";"CE";"60140060";"85";"32559189";"";"cians@hapvida.com.br";"FABIO LUCIANO GOMES SELHORST";"VICE-PRESIDENTE DE ASSUNTOS CORPORATIVOS";"17/12/1998"
"350249";"02668512000156";"H.B. SAUDE S/A.";"HB SAUDE";"Medicina de Grupo";"AV. JOSE MUNIA";"6250";"";"JARDIM DAS VIVENDAS";"Sao Jose do Rio Preto";"SP";"15090275";"17";"40096700";"40096711";"hbsaude@hbsaude.com.br";"FRANCISCO GARCIA PARRA";"REPRESENTANTE";"16/12/1998"
"414352";"05011316000100";"HBC SAUDE LTDA.";"HBC SAUDE";"Medicina de Grupo";"RUA TAPAJOS";"289";"";"JARDIM BARBOSA";"Guarulhos";"SP";"07111340";"11";"24423344";"26032177";"controladoria@hbcsaude.com.br";"FABIO FARINELLI";"REPRESENTANTE LEGAL";"06/08/2002"
"417611";"10846369000173";"HEALTH ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Beneficios";"RUA CONCEICAO DE MONTE ALEGRE";"198";"CONJ 91 - 9o ANDAR";"BROOKLIN PAULISTA";"Sao Paulo";"SP";"04563060";"11";"37772470";"";"health@healthbr.com.br";"ARNALDO DA SILVA CESAR COUTINHO";"ADMINISTRADOR";"04/11/2010"
